,0
2023-09-25 16:49:21.850,"2023-09-25 16:49:21.850    0.557153
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.875,"2023-09-25 16:49:21.875    0.68537
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.900,"2023-09-25 16:49:21.900    0.803265
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.925,"2023-09-25 16:49:21.925    0.811757
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.950,"2023-09-25 16:49:21.950    0.950422
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.975,"2023-09-25 16:49:21.975    0.960142
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.000,"2023-09-25 16:49:22    0.912752
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.025,"2023-09-25 16:49:22.025    0.866867
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.050,"2023-09-25 16:49:22.050    0.782388
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.075,"2023-09-25 16:49:22.075    0.779656
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.100,"2023-09-25 16:49:22.100    0.730427
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.125,"2023-09-25 16:49:22.125    0.66108
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.150,"2023-09-25 16:49:22.150    0.573591
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.175,"2023-09-25 16:49:22.175    0.504208
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.200,"2023-09-25 16:49:22.200    0.444984
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.225,"2023-09-25 16:49:22.225    0.558476
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.250,"2023-09-25 16:49:22.250    0.733183
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.275,"2023-09-25 16:49:22.275    0.811408
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.300,"2023-09-25 16:49:22.300    0.878291
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.325,"2023-09-25 16:49:22.325    0.863516
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.350,"2023-09-25 16:49:22.350    0.963308
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.375,"2023-09-25 16:49:22.375    1.005009
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.400,"2023-09-25 16:49:22.400    1.083466
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.425,"2023-09-25 16:49:22.425    1.205504
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.450,"2023-09-25 16:49:22.450    1.1737
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.475,"2023-09-25 16:49:22.475    1.116941
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.500,"2023-09-25 16:49:22.500    1.045288
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.525,"2023-09-25 16:49:22.525    1.021192
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.550,"2023-09-25 16:49:22.550    0.97937
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.575,"2023-09-25 16:49:22.575    0.919437
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.600,"2023-09-25 16:49:22.600    0.838775
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.625,"2023-09-25 16:49:22.625    0.720386
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.650,"2023-09-25 16:49:22.650    0.691187
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.675,"2023-09-25 16:49:22.675    0.551907
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.700,"2023-09-25 16:49:22.700    0.501234
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.725,"2023-09-25 16:49:22.725    0.593357
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.750,"2023-09-25 16:49:22.750    0.528762
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.775,"2023-09-25 16:49:22.775    0.61309
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.800,"2023-09-25 16:49:22.800    0.585139
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.825,"2023-09-25 16:49:22.825    0.563679
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.850,"2023-09-25 16:49:22.850    0.6451
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.875,"2023-09-25 16:49:22.875    0.61866
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.900,"2023-09-25 16:49:22.900    0.702223
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.925,"2023-09-25 16:49:22.925    0.803308
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.950,"2023-09-25 16:49:22.950    0.859576
Freq: 25L, dtype: float64"
2023-09-25 16:49:22.975,"2023-09-25 16:49:22.975    0.932852
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.000,"2023-09-25 16:49:23    1.009255
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.025,"2023-09-25 16:49:23.025    1.02905
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.050,"2023-09-25 16:49:23.050    1.109715
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.075,"2023-09-25 16:49:23.075    1.122375
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.100,"2023-09-25 16:49:23.100    1.117674
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.125,"2023-09-25 16:49:23.125    1.107483
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.150,"2023-09-25 16:49:23.150    1.063927
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.175,"2023-09-25 16:49:23.175    1.086774
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.200,"2023-09-25 16:49:23.200    1.076224
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.225,"2023-09-25 16:49:23.225    1.048454
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.250,"2023-09-25 16:49:23.250    0.997369
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.275,"2023-09-25 16:49:23.275    0.88276
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.300,"2023-09-25 16:49:23.300    0.839688
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.325,"2023-09-25 16:49:23.325    0.911596
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.350,"2023-09-25 16:49:23.350    0.966599
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.375,"2023-09-25 16:49:23.375    0.969208
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.400,"2023-09-25 16:49:23.400    0.918385
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.425,"2023-09-25 16:49:23.425    0.894575
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.450,"2023-09-25 16:49:23.450    0.940671
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.475,"2023-09-25 16:49:23.475    0.982819
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.500,"2023-09-25 16:49:23.500    1.073563
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.525,"2023-09-25 16:49:23.525    1.187546
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.550,"2023-09-25 16:49:23.550    1.282105
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.575,"2023-09-25 16:49:23.575    1.372051
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.600,"2023-09-25 16:49:23.600    1.445843
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.625,"2023-09-25 16:49:23.625    1.536919
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.650,"2023-09-25 16:49:23.650    1.577382
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.675,"2023-09-25 16:49:23.675    1.571704
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.700,"2023-09-25 16:49:23.700    1.573275
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.725,"2023-09-25 16:49:23.725    1.516967
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.750,"2023-09-25 16:49:23.750    1.452477
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.775,"2023-09-25 16:49:23.775    1.375063
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.800,"2023-09-25 16:49:23.800    1.306936
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.825,"2023-09-25 16:49:23.825    1.296961
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.850,"2023-09-25 16:49:23.850    1.230935
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.875,"2023-09-25 16:49:23.875    1.215811
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.900,"2023-09-25 16:49:23.900    1.197961
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.925,"2023-09-25 16:49:23.925    1.18902
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.950,"2023-09-25 16:49:23.950    1.220782
Freq: 25L, dtype: float64"
2023-09-25 16:49:23.975,"2023-09-25 16:49:23.975    1.25131
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.000,"2023-09-25 16:49:24    1.324278
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.025,"2023-09-25 16:49:24.025    1.334648
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.050,"2023-09-25 16:49:24.050    1.326618
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.075,"2023-09-25 16:49:24.075    1.329334
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.100,"2023-09-25 16:49:24.100    1.304609
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.125,"2023-09-25 16:49:24.125    1.315143
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.150,"2023-09-25 16:49:24.150    1.306859
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.175,"2023-09-25 16:49:24.175    1.194215
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.200,"2023-09-25 16:49:24.200    1.161779
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.225,"2023-09-25 16:49:24.225    1.011226
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.250,"2023-09-25 16:49:24.250    0.987183
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.275,"2023-09-25 16:49:24.275    0.992499
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.300,"2023-09-25 16:49:24.300    0.958254
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.325,"2023-09-25 16:49:24.325    1.026206
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.350,"2023-09-25 16:49:24.350    0.973304
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.375,"2023-09-25 16:49:24.375    1.062895
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.400,"2023-09-25 16:49:24.400    1.143316
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.425,"2023-09-25 16:49:24.425    1.264541
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.450,"2023-09-25 16:49:24.450    1.424571
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.475,"2023-09-25 16:49:24.475    1.562514
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.500,"2023-09-25 16:49:24.500    1.635526
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.525,"2023-09-25 16:49:24.525    1.681357
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.550,"2023-09-25 16:49:24.550    1.750965
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.575,"2023-09-25 16:49:24.575    1.905564
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.600,"2023-09-25 16:49:24.600    2.004811
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.625,"2023-09-25 16:49:24.625    1.951608
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.650,"2023-09-25 16:49:24.650    1.953163
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.675,"2023-09-25 16:49:24.675    1.884427
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.700,"2023-09-25 16:49:24.700    1.822197
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.725,"2023-09-25 16:49:24.725    1.782306
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.750,"2023-09-25 16:49:24.750    1.718983
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.775,"2023-09-25 16:49:24.775    1.639531
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.800,"2023-09-25 16:49:24.800    1.50678
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.825,"2023-09-25 16:49:24.825    1.375252
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.850,"2023-09-25 16:49:24.850    1.356594
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.875,"2023-09-25 16:49:24.875    1.333648
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.900,"2023-09-25 16:49:24.900    1.292838
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.925,"2023-09-25 16:49:24.925    1.320572
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.950,"2023-09-25 16:49:24.950    1.336591
Freq: 25L, dtype: float64"
2023-09-25 16:49:24.975,"2023-09-25 16:49:24.975    1.498237
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.000,"2023-09-25 16:49:25    1.573431
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.025,"2023-09-25 16:49:25.025    1.631722
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.050,"2023-09-25 16:49:25.050    1.697139
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.075,"2023-09-25 16:49:25.075    1.584143
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.100,"2023-09-25 16:49:25.100    1.628077
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.125,"2023-09-25 16:49:25.125    1.677026
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.150,"2023-09-25 16:49:25.150    1.762834
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.175,"2023-09-25 16:49:25.175    2.063413
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.200,"2023-09-25 16:49:25.200    2.181114
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.225,"2023-09-25 16:49:25.225    2.079611
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.250,"2023-09-25 16:49:25.250    2.112029
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.275,"2023-09-25 16:49:25.275    2.134757
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.300,"2023-09-25 16:49:25.300    2.169093
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.325,"2023-09-25 16:49:25.325    2.314889
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.350,"2023-09-25 16:49:25.350    2.377735
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.375,"2023-09-25 16:49:25.375    2.533856
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.400,"2023-09-25 16:49:25.400    2.553934
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.425,"2023-09-25 16:49:25.425    2.506479
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.450,"2023-09-25 16:49:25.450    2.734936
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.475,"2023-09-25 16:49:25.475    2.737072
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.500,"2023-09-25 16:49:25.500    2.767998
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.525,"2023-09-25 16:49:25.525    2.855047
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.550,"2023-09-25 16:49:25.550    2.935001
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.575,"2023-09-25 16:49:25.575    3.075986
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.600,"2023-09-25 16:49:25.600    2.924703
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.625,"2023-09-25 16:49:25.625    2.784133
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.650,"2023-09-25 16:49:25.650    2.768422
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.675,"2023-09-25 16:49:25.675    2.604548
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.700,"2023-09-25 16:49:25.700    2.408729
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.725,"2023-09-25 16:49:25.725    2.384396
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.750,"2023-09-25 16:49:25.750    2.279094
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.775,"2023-09-25 16:49:25.775    2.109344
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.800,"2023-09-25 16:49:25.800    1.958301
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.825,"2023-09-25 16:49:25.825    1.885256
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.850,"2023-09-25 16:49:25.850    1.874652
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.875,"2023-09-25 16:49:25.875    1.776497
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.900,"2023-09-25 16:49:25.900    1.653016
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.925,"2023-09-25 16:49:25.925    1.65772
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.950,"2023-09-25 16:49:25.950    1.649993
Freq: 25L, dtype: float64"
2023-09-25 16:49:25.975,"2023-09-25 16:49:25.975    1.610632
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.000,"2023-09-25 16:49:26    1.675815
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.025,"2023-09-25 16:49:26.025    1.661323
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.050,"2023-09-25 16:49:26.050    1.611371
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.075,"2023-09-25 16:49:26.075    1.537277
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.100,"2023-09-25 16:49:26.100    1.536349
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.125,"2023-09-25 16:49:26.125    1.570656
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.150,"2023-09-25 16:49:26.150    1.541336
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.175,"2023-09-25 16:49:26.175    1.524461
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.200,"2023-09-25 16:49:26.200    1.492515
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.225,"2023-09-25 16:49:26.225    1.493067
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.250,"2023-09-25 16:49:26.250    1.491927
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.275,"2023-09-25 16:49:26.275    1.496182
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.300,"2023-09-25 16:49:26.300    1.516223
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.325,"2023-09-25 16:49:26.325    1.501861
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.350,"2023-09-25 16:49:26.350    1.529078
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.375,"2023-09-25 16:49:26.375    1.54466
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.400,"2023-09-25 16:49:26.400    1.521097
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.425,"2023-09-25 16:49:26.425    1.488462
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.450,"2023-09-25 16:49:26.450    1.518139
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.475,"2023-09-25 16:49:26.475    1.637194
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.500,"2023-09-25 16:49:26.500    1.639828
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.525,"2023-09-25 16:49:26.525    1.640689
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.550,"2023-09-25 16:49:26.550    1.697863
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.575,"2023-09-25 16:49:26.575    1.697555
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.600,"2023-09-25 16:49:26.600    1.720324
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.625,"2023-09-25 16:49:26.625    1.743545
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.650,"2023-09-25 16:49:26.650    1.734326
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.675,"2023-09-25 16:49:26.675    1.660741
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.700,"2023-09-25 16:49:26.700    1.570781
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.725,"2023-09-25 16:49:26.725    1.504691
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.750,"2023-09-25 16:49:26.750    1.397216
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.775,"2023-09-25 16:49:26.775    1.317097
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.800,"2023-09-25 16:49:26.800    1.164817
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.825,"2023-09-25 16:49:26.825    1.025075
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.850,"2023-09-25 16:49:26.850    0.931077
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.875,"2023-09-25 16:49:26.875    0.869874
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.900,"2023-09-25 16:49:26.900    0.842888
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.925,"2023-09-25 16:49:26.925    0.712469
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.950,"2023-09-25 16:49:26.950    0.674384
Freq: 25L, dtype: float64"
2023-09-25 16:49:26.975,"2023-09-25 16:49:26.975    0.58797
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.000,"2023-09-25 16:49:27    0.567727
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.025,"2023-09-25 16:49:27.025    0.610789
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.050,"2023-09-25 16:49:27.050    0.519271
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.075,"2023-09-25 16:49:27.075    0.597768
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.100,"2023-09-25 16:49:27.100    0.582272
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.125,"2023-09-25 16:49:27.125    0.580861
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.150,"2023-09-25 16:49:27.150    0.624767
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.175,"2023-09-25 16:49:27.175    0.546468
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.200,"2023-09-25 16:49:27.200    0.536836
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.225,"2023-09-25 16:49:27.225    0.654633
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.250,"2023-09-25 16:49:27.250    0.787868
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.275,"2023-09-25 16:49:27.275    0.88109
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.300,"2023-09-25 16:49:27.300    1.033827
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.325,"2023-09-25 16:49:27.325    1.043333
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.350,"2023-09-25 16:49:27.350    1.191479
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.375,"2023-09-25 16:49:27.375    1.362892
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.400,"2023-09-25 16:49:27.400    1.462552
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.425,"2023-09-25 16:49:27.425    1.635203
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.450,"2023-09-25 16:49:27.450    1.661177
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.475,"2023-09-25 16:49:27.475    1.714665
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.500,"2023-09-25 16:49:27.500    1.75776
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.525,"2023-09-25 16:49:27.525    1.810822
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.550,"2023-09-25 16:49:27.550    1.901318
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.575,"2023-09-25 16:49:27.575    1.884401
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.600,"2023-09-25 16:49:27.600    1.874783
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.625,"2023-09-25 16:49:27.625    1.766881
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.650,"2023-09-25 16:49:27.650    1.75963
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.675,"2023-09-25 16:49:27.675    1.801244
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.700,"2023-09-25 16:49:27.700    1.7847
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.725,"2023-09-25 16:49:27.725    1.834992
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.750,"2023-09-25 16:49:27.750    1.697975
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.775,"2023-09-25 16:49:27.775    1.635335
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.800,"2023-09-25 16:49:27.800    1.628943
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.825,"2023-09-25 16:49:27.825    1.604991
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.850,"2023-09-25 16:49:27.850    1.688199
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.875,"2023-09-25 16:49:27.875    1.657418
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.900,"2023-09-25 16:49:27.900    1.627893
Freq: 25L, dtype: float64"
2023-09-25 16:49:27.925,"2023-09-25 16:49:27.925    1.630501
Freq: 25L, dtype: float64"
